MCI,1200,1216.0,1216.0,1231.96609186983,1246.33695988286,1226.79362709352,1239.65513688442,1252.90554387812,1233.84110958816,1249.66536901063,1263.0994088544,1274.01966863533,1260.45286480562,1277.48690083931,1273.19939984493,1285.15704129902,1266.10771058588,1278.95422328595,1296.57259724772,1277.73127004572,1291.70298708568,1303.37525731511,1312.32283796775,1307.12556555781,1319.304045102
MUN,1200,1216.0,1215.26369320648,1197.8278203282,1197.35386869372,1214.9105342763,1198.86247190292,1200.13617643057,1182.26004410395,1187.97172495399,1201.94896121508,1185.70895001859,1202.28440104577,1202.93299452272,1201.58240306711,1218.12203794234,1237.17136865548,1233.51063620319,1211.8149648392,1227.96596563898,1241.48000974542,1222.08515704923,1232.35300368973,1224.12665908783,1204.87926989572
NEW,1200,1184.0,1168.0,1186.19652454028,1184.69551107745,1172.13060873917,1172.59803131322,1159.20820809948,1177.08434042609,1163.59639727127,1165.38076215134,1182.70785136353,1200.09827214852,1182.05530600081,1186.34280699519,1203.72556266478,1217.62384179751,1198.84575218708,1215.09400289858,1198.9430020988,1181.9973235406,1170.98608259897,1173.35395914974,1192.24154381471,1192.4256556115
NOR,1200,1184.0,1200.0,1183.29753282748,1168.09825377086,1187.64158656019,1171.56498198583,1156.80404080677,1141.0112855119,1143.81169162271,1129.83445536162,1116.34106239977,1100.87191990241,1120.05144490354,1123.82322993105,1108.6912248916,1096.76153943032,1105.93284172412,1095.14637528665,1080.41552308087,1086.76783912063,1091.83580199623,1081.56795535573,1098.60897768546,1086.87458059169
SHU,1200,1200.0,1216.0,1199.22986018536,1199.33158305364,1182.81025277767,1199.41530862751,1187.34177617067,1184.72809063629,1203.29595508556,1202.86007592127,1218.05469882802,1216.37615161672,1215.72755813978,1216.44405477872,1199.06129910912,1210.9909845704,1224.32857347076,1238.46043919566,1233.44943633397,1219.47771929401,1211.14949147307,1224.2408891849,1222.50800795636,1210.32952841217
SOU,1200,1184.0,1169.46950152898,1187.5330795665,1188.00703120098,1204.52836147695,1188.38479069087,1172.89144719988,1158.96446632825,1161.05381171487,1148.84649502678,1137.92623524584,1122.74226296092,1126.56316015781,1142.69002406645,1157.82202910591,1143.92374997319,1127.70514903288,1144.23878589439,1164.21518983302,1165.97080656994,1184.44011181176,1205.78231195577,1190.45583756055,1206.9146468964
TOT,1200,1216.0,1216.0,1197.80347545972,1198.63758308503,1215.47163905238,1199.39037655064,1214.88372004163,1196.68327204491,1193.76901546899,1182.77683932236,1181.47090002632,1183.14944723761,1198.11362875702,1213.30487170183,1196.7652368266,1211.60471251723,1228.94450203632,1212.34076166894,1226.37530745757,1220.02299141781,1201.55368617599,1194.12227377881,1193.5284768489,1205.26287394267
WAT,1200,1184.0,1168.73630679352,1153.50630362457,1155.0073170874,1157.74733843896,1144.88582864807,1130.07323637944,1132.68692191381,1135.60117848973,1138.51792901004,1127.87271926906,1143.34186176642,1129.31803266463,1113.19116875599,1105.26003718058,1109.94098283373,1104.16927918256,1125.86495054655,1130.87595340823,1147.18070916812,1167.48871857536,1181.22221258169,1181.81600951159,1163.50665285537
WHU,1200,1184.0,1185.46950152898,1200.69950469792,1215.89878375454,1213.86686995978,1229.91493233316,1229.34594184996,1212.60686781334,1193.82861676573,1194.26449593002,1176.93740671782,1160.62543272341,1145.661251204,1166.98765420128,1153.88391915884,1139.1765954762,1155.3951964165,1140.89179176228,1131.14526637828,1147.28012727579,1134.18872956396,1137.14810728685,1126.62480664222
WOL,1200,1200.0,1200.73630679352,1200.70239866335,1184.53806188018,1169.31108161417,1170.71755309141,1185.53014536004,1204.59457965,1202.50523426338,1200.72086938331,1201.70092267224,1216.24682618575,1231.29649755417,1230.58000091523,1243.68373595768,1240.76615883695,1223.42636931786,1234.21283575533,1253.05416295733,1243.09226862921,1222.78425922197,1220.41638267121,1235.74285706642,1227.68551130602
